Demand for PJM Interconnection LLC (PJM) American Electric Power zone hourly - UTC time
https://www.eia.gov/opendata/v1/qb.php?category=3390296&sdid=EBA.PJM-AEP.D.H
19:27:58 GMT-0500 (Central Daylight Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.PJM-AEP.D.H megawatthours
07/18/2021 07H,11644
07/18/2021 06H,12047
07/18/2021 05H,12603
07/18/2021 04H,13451
07/18/2021 03H,14354
07/18/2021 02H,15159
07/18/2021 01H,15626
07/18/2021 00H,16269
07/17/2021 23H,16885
07/17/2021 22H,16998
07/17/2021 21H,16946
07/17/2021 20H,16810
07/17/2021 19H,16756
07/17/2021 18H,16592
07/17/2021 17H,16398
07/17/2021 16H,15836
07/17/2021 15H,15241
07/17/2021 14H,14329
07/17/2021 13H,13588
07/17/2021 12H,12796
07/17/2021 11H,12545
07/17/2021 10H,12431
07/17/2021 09H,12330
07/17/2021 08H,12532
07/17/2021 07H,12836
07/17/2021 06H,13220
07/17/2021 05H,13771
07/17/2021 04H,14646
07/17/2021 03H,15878
07/17/2021 02H,16692
07/17/2021 01H,17077
07/17/2021 00H,17636
07/16/2021 23H,18122
07/16/2021 22H,18395
07/16/2021 21H,18920
07/16/2021 20H,19519
07/16/2021 19H,19744
07/16/2021 18H,19558
07/16/2021 17H,19008
07/16/2021 16H,18219
07/16/2021 15H,17243
07/16/2021 14H,16455
07/16/2021 13H,15531
07/16/2021 12H,14715
07/16/2021 11H,13926
07/16/2021 10H,13430
07/16/2021 09H,13138
07/16/2021 08H,13059
07/16/2021 07H,13422
07/16/2021 06H,13882
07/16/2021 05H,14616
07/16/2021 04H,15692
07/16/2021 03H,16943
07/16/2021 02H,18038
07/16/2021 01H,18522
07/16/2021 00H,19328
07/15/2021 23H,19955
07/15/2021 22H,19967
07/15/2021 21H,20079
07/15/2021 20H,20189
07/15/2021 19H,20105
07/15/2021 18H,19960
07/15/2021 17H,19367
07/15/2021 16H,18389
07/15/2021 15H,17391
07/15/2021 14H,16256
07/15/2021 13H,15346
07/15/2021 12H,14387
07/15/2021 11H,13678
07/15/2021 10H,13160
07/15/2021 09H,12801
07/15/2021 08H,12821
07/15/2021 07H,13048
07/15/2021 06H,13519
07/15/2021 05H,14340
07/15/2021 04H,15341
07/15/2021 03H,16619
07/15/2021 02H,17693
07/15/2021 01H,18196
07/15/2021 00H,18962
07/14/2021 23H,19675
07/14/2021 22H,20009
07/14/2021 21H,19995
07/14/2021 20H,19816
07/14/2021 19H,19504
07/14/2021 18H,19090
07/14/2021 17H,18367
07/14/2021 16H,17591
07/14/2021 15H,16811
07/14/2021 14H,15822
07/14/2021 13H,15006
07/14/2021 12H,14182
07/14/2021 11H,13572
07/14/2021 10H,12885
07/14/2021 09H,12520
07/14/2021 08H,12514
07/14/2021 07H,12685
07/14/2021 06H,13125
07/14/2021 05H,13648
07/14/2021 04H,14732
07/14/2021 03H,15726
07/14/2021 02H,16740
07/14/2021 01H,17212
07/14/2021 00H,17803
07/13/2021 23H,18250
07/13/2021 22H,18517
07/13/2021 21H,18550
07/13/2021 20H,18565
07/13/2021 19H,18566
07/13/2021 18H,18388
07/13/2021 17H,17900
07/13/2021 16H,17351
07/13/2021 15H,16770
07/13/2021 14H,16063
07/13/2021 13H,15361
07/13/2021 12H,14566
07/13/2021 11H,13756
07/13/2021 10H,13163
07/13/2021 09H,12801
07/13/2021 08H,12874
07/13/2021 07H,13125
07/13/2021 06H,13646
07/13/2021 05H,14353
07/13/2021 04H,15219
07/13/2021 03H,16553
07/13/2021 02H,17554
07/13/2021 01H,18069
07/13/2021 00H,18674
07/12/2021 23H,19299
07/12/2021 22H,19612
07/12/2021 21H,19608
07/12/2021 20H,19517
07/12/2021 19H,19348
07/12/2021 18H,18830
07/12/2021 17H,18141
07/12/2021 16H,17508
07/12/2021 15H,16602
07/12/2021 14H,15673
07/12/2021 13H,14965
07/12/2021 12H,14172
07/12/2021 11H,13416
07/12/2021 10H,12640
07/12/2021 09H,12153
07/12/2021 08H,12107
07/12/2021 07H,12274
07/12/2021 06H,12679
07/12/2021 05H,13224
07/12/2021 04H,14013
07/12/2021 03H,14715
07/12/2021 02H,15457
07/12/2021 01H,15620
07/12/2021 00H,16055
07/11/2021 23H,16324
07/11/2021 22H,16408
07/11/2021 21H,16225
07/11/2021 20H,15977
07/11/2021 19H,15708
07/11/2021 18H,15442
07/11/2021 17H,15005
07/11/2021 16H,14330
07/11/2021 15H,13656
07/11/2021 14H,12844
07/11/2021 13H,12115
07/11/2021 12H,11400
07/11/2021 11H,11131
07/11/2021 10H,11191
07/11/2021 09H,11116
07/11/2021 08H,11215
07/11/2021 07H,11402
07/11/2021 06H,11813
07/11/2021 05H,12371
07/11/2021 04H,13085
07/11/2021 03H,13737
07/11/2021 02H,14378
07/11/2021 01H,14452
07/11/2021 00H,14713
07/10/2021 23H,15190
07/10/2021 22H,15446
07/10/2021 21H,15513
07/10/2021 20H,15442
07/10/2021 19H,15409
07/10/2021 18H,15340
07/10/2021 17H,15016
07/10/2021 16H,14604
07/10/2021 15H,13935
07/10/2021 14H,13217
07/10/2021 13H,12405
07/10/2021 12H,11597
07/10/2021 11H,11292
07/10/2021 10H,11173
07/10/2021 09H,11219
07/10/2021 08H,11267
07/10/2021 07H,11619
07/10/2021 06H,11986
07/10/2021 05H,12710
07/10/2021 04H,13603
07/10/2021 03H,14576
07/10/2021 02H,15283
07/10/2021 01H,15609
07/10/2021 00H,16392
07/9/2021 23H,16951
07/9/2021 22H,17276
07/9/2021 21H,17362
07/9/2021 20H,17195
07/9/2021 19H,16836
07/9/2021 18H,16491
07/9/2021 17H,16063
07/9/2021 16H,15711
07/9/2021 15H,15218
07/9/2021 14H,14803
07/9/2021 13H,14343
07/9/2021 12H,13952
07/9/2021 11H,13336
07/9/2021 10H,12814
07/9/2021 09H,12479
07/9/2021 08H,12566
07/9/2021 07H,12721
07/9/2021 06H,13190
07/9/2021 05H,13797
07/9/2021 04H,14634
07/9/2021 03H,15738
07/9/2021 02H,16640
07/9/2021 01H,17138
07/9/2021 00H,17739
07/8/2021 23H,18214
07/8/2021 22H,18355
07/8/2021 21H,18349
07/8/2021 20H,18160
07/8/2021 19H,18029
07/8/2021 18H,17702
07/8/2021 17H,17158
07/8/2021 16H,16531
07/8/2021 15H,16231
07/8/2021 14H,15668
07/8/2021 13H,15139
07/8/2021 12H,14584
07/8/2021 11H,13990
07/8/2021 10H,13392
07/8/2021 09H,13087
07/8/2021 08H,13035
07/8/2021 07H,13365
07/8/2021 06H,13801
07/8/2021 05H,14483
07/8/2021 04H,15450
07/8/2021 03H,16616
07/8/2021 02H,17829
07/8/2021 01H,18364
07/8/2021 00H,19117
07/7/2021 23H,19723
07/7/2021 22H,19803
07/7/2021 21H,19853
07/7/2021 20H,19895
07/7/2021 19H,20347
07/7/2021 18H,20560
07/7/2021 17H,20136
07/7/2021 16H,19434
07/7/2021 15H,18330
07/7/2021 14H,17056
07/7/2021 13H,15982
07/7/2021 12H,15042
07/7/2021 11H,14269
07/7/2021 10H,13814
07/7/2021 09H,13625
07/7/2021 08H,13626
07/7/2021 07H,13997
07/7/2021 06H,14630
07/7/2021 05H,15485
07/7/2021 04H,16645
07/7/2021 03H,18005
07/7/2021 02H,19215
07/7/2021 01H,19889
07/7/2021 00H,20585
07/6/2021 23H,20837
07/6/2021 22H,20826
07/6/2021 21H,20871
07/6/2021 20H,20795
07/6/2021 19H,20863
07/6/2021 18H,20575
07/6/2021 17H,19920
07/6/2021 16H,19029
07/6/2021 15H,17848
07/6/2021 14H,16623
07/6/2021 13H,15473
07/6/2021 12H,14412
07/6/2021 11H,13552
07/6/2021 10H,13060
07/6/2021 09H,12728
07/6/2021 08H,12901
07/6/2021 07H,13211
07/6/2021 06H,13839
07/6/2021 05H,14600
07/6/2021 04H,15700
07/6/2021 03H,17017
07/6/2021 02H,18072
07/6/2021 01H,18753
07/6/2021 00H,19454
07/5/2021 23H,19920
07/5/2021 22H,20174
07/5/2021 21H,19886
07/5/2021 20H,19463
07/5/2021 19H,19000
07/5/2021 18H,18389
07/5/2021 17H,17639
07/5/2021 16H,16629
07/5/2021 15H,15288
07/5/2021 14H,13853
07/5/2021 13H,12519
07/5/2021 12H,11579
07/5/2021 11H,11131
07/5/2021 10H,11142
07/5/2021 09H,11103
07/5/2021 08H,11249
07/5/2021 07H,11611
07/5/2021 06H,12090
07/5/2021 05H,13035
07/5/2021 04H,13919
07/5/2021 03H,14517
07/5/2021 02H,15197
07/5/2021 01H,15903
07/5/2021 00H,16726
07/4/2021 23H,17262
07/4/2021 22H,17572
07/4/2021 21H,17345
07/4/2021 20H,16935
07/4/2021 19H,16455
07/4/2021 18H,15892
07/4/2021 17H,15236
07/4/2021 16H,14288
07/4/2021 15H,13326
07/4/2021 14H,12283
07/4/2021 13H,11329
07/4/2021 12H,10536
07/4/2021 11H,10174
07/4/2021 10H,10267
07/4/2021 09H,10218
07/4/2021 08H,10351
07/4/2021 07H,10585
07/4/2021 06H,11046
07/4/2021 05H,11708
07/4/2021 04H,12376
07/4/2021 03H,12986
07/4/2021 02H,13502
07/4/2021 01H,13878
07/4/2021 00H,14422
07/3/2021 23H,14889
07/3/2021 22H,15045
07/3/2021 21H,15001
07/3/2021 20H,14663
07/3/2021 19H,14274
07/3/2021 18H,13867
07/3/2021 17H,13472
07/3/2021 16H,12959
07/3/2021 15H,12416
07/3/2021 14H,11806
07/3/2021 13H,11084
07/3/2021 12H,10509
07/3/2021 11H,10105
07/3/2021 10H,10258
07/3/2021 09H,10137
07/3/2021 08H,10168
07/3/2021 07H,10465
07/3/2021 06H,10950
07/3/2021 05H,11483
07/3/2021 04H,12202
07/3/2021 03H,13303
07/3/2021 02H,13831
07/3/2021 01H,14166
07/3/2021 00H,14877
07/2/2021 23H,15554
07/2/2021 22H,15746
07/2/2021 21H,15839
07/2/2021 20H,15752
07/2/2021 19H,15697
07/2/2021 18H,15531
07/2/2021 17H,15177
07/2/2021 16H,14775
07/2/2021 15H,14384
07/2/2021 14H,13881
07/2/2021 13H,13473
07/2/2021 12H,12834
07/2/2021 11H,12225
07/2/2021 10H,11763
07/2/2021 09H,11558
07/2/2021 08H,11589
07/2/2021 07H,11853
07/2/2021 06H,12233
07/2/2021 05H,12812
07/2/2021 04H,13625
07/2/2021 03H,14522
07/2/2021 02H,15379
07/2/2021 01H,15880
07/2/2021 00H,16459
07/1/2021 23H,16924
07/1/2021 22H,17146
07/1/2021 21H,17125
07/1/2021 20H,17356
07/1/2021 19H,17460
07/1/2021 18H,17294
07/1/2021 17H,17176
07/1/2021 16H,16802
07/1/2021 15H,16337
07/1/2021 14H,15874
07/1/2021 13H,15150
07/1/2021 12H,14685
07/1/2021 11H,13970
07/1/2021 10H,13448
07/1/2021 09H,13080
07/1/2021 08H,13184
07/1/2021 07H,13415
07/1/2021 06H,13859
07/1/2021 05H,14453
07/1/2021 04H,15334
07/1/2021 03H,16543
07/1/2021 02H,17405
07/1/2021 01H,17848
07/1/2021 00H,18409
06/30/2021 23H,18730
06/30/2021 22H,18622
06/30/2021 21H,18902
06/30/2021 20H,18825
06/30/2021 19H,19052
06/30/2021 18H,18971
06/30/2021 17H,18725
06/30/2021 16H,18421
06/30/2021 15H,17928
06/30/2021 14H,17089
06/30/2021 13H,16068
06/30/2021 12H,15216
06/30/2021 11H,14327
06/30/2021 10H,13726
06/30/2021 09H,13396
06/30/2021 08H,13437
06/30/2021 07H,13683
06/30/2021 06H,14392
06/30/2021 05H,15234
06/30/2021 04H,16270
06/30/2021 03H,17569
06/30/2021 02H,18585
06/30/2021 01H,19269
06/30/2021 00H,20052
06/29/2021 23H,20630
06/29/2021 22H,20818
06/29/2021 21H,21232
06/29/2021 20H,21388
06/29/2021 19H,21467
06/29/2021 18H,21200
06/29/2021 17H,20675
06/29/2021 16H,19732
06/29/2021 15H,18767
06/29/2021 14H,17576
06/29/2021 13H,16186
06/29/2021 12H,14945
06/29/2021 11H,13994
06/29/2021 10H,13721
06/29/2021 09H,13311
06/29/2021 08H,13447
06/29/2021 07H,13866
06/29/2021 06H,14452
06/29/2021 05H,15233
06/29/2021 04H,16358
06/29/2021 03H,17723
06/29/2021 02H,18909
06/29/2021 01H,19601
06/29/2021 00H,20230
06/28/2021 23H,20415
06/28/2021 22H,20497
06/28/2021 21H,20575
06/28/2021 20H,20752
06/28/2021 19H,20900
06/28/2021 18H,21037
06/28/2021 17H,20619
06/28/2021 16H,19788
06/28/2021 15H,18583
06/28/2021 14H,17183
06/28/2021 13H,15910
06/28/2021 12H,14739
06/28/2021 11H,13741
06/28/2021 10H,13228
06/28/2021 09H,12825
06/28/2021 08H,12800
06/28/2021 07H,13032
06/28/2021 06H,13580
06/28/2021 05H,14301
06/28/2021 04H,15289
06/28/2021 03H,16429
06/28/2021 02H,17315
06/28/2021 01H,17844
06/28/2021 00H,18585
06/27/2021 23H,19054
06/27/2021 22H,19135
06/27/2021 21H,19020
06/27/2021 20H,18683
06/27/2021 19H,18284
06/27/2021 18H,17908
06/27/2021 17H,17301
06/27/2021 16H,16504
06/27/2021 15H,15515
06/27/2021 14H,14353
06/27/2021 13H,13215
06/27/2021 12H,12226
06/27/2021 11H,11681
06/27/2021 10H,11864
06/27/2021 09H,11834
06/27/2021 08H,12004
06/27/2021 07H,12376
06/27/2021 06H,12895
06/27/2021 05H,13663
06/27/2021 04H,14613
06/27/2021 03H,15738
06/27/2021 02H,16474
06/27/2021 01H,16979
06/27/2021 00H,17778
06/26/2021 23H,18273
06/26/2021 22H,18395
06/26/2021 21H,18337
06/26/2021 20H,18105
06/26/2021 19H,17790
06/26/2021 18H,17343
06/26/2021 17H,16722
06/26/2021 16H,16102
06/26/2021 15H,15463
06/26/2021 14H,14446
06/26/2021 13H,13581
06/26/2021 12H,12611
06/26/2021 11H,12105
06/26/2021 10H,12069
06/26/2021 09H,12004
06/26/2021 08H,12240
06/26/2021 07H,12503
06/26/2021 06H,12916
06/26/2021 05H,13665
06/26/2021 04H,14386
06/26/2021 03H,15476
06/26/2021 02H,16164
06/26/2021 01H,16400
06/26/2021 00H,16813
06/25/2021 23H,17261
06/25/2021 22H,17495
06/25/2021 21H,17636
06/25/2021 20H,17512
06/25/2021 19H,17310
06/25/2021 18H,17095
06/25/2021 17H,16796
06/25/2021 16H,16246
06/25/2021 15H,15667
06/25/2021 14H,15117
06/25/2021 13H,14584
06/25/2021 12H,13821
06/25/2021 11H,13016
06/25/2021 10H,12543
06/25/2021 09H,12208
06/25/2021 08H,12111
06/25/2021 07H,12330
06/25/2021 06H,12811
06/25/2021 05H,13467
06/25/2021 04H,14319
06/25/2021 03H,15307
06/25/2021 02H,16261
06/25/2021 01H,16590
06/25/2021 00H,17295
06/24/2021 23H,17673
06/24/2021 22H,17974
06/24/2021 21H,17875
06/24/2021 20H,17534
06/24/2021 19H,17005
06/24/2021 18H,16609
06/24/2021 17H,16181
06/24/2021 16H,15253
06/24/2021 15H,14578
06/24/2021 14H,13838
06/24/2021 13H,13139
06/24/2021 12H,12757
06/24/2021 11H,12071
06/24/2021 10H,11582
06/24/2021 09H,11145
06/24/2021 08H,11052
06/24/2021 07H,11225
06/24/2021 06H,11596
06/24/2021 05H,12122
06/24/2021 04H,12959
06/24/2021 03H,13804
06/24/2021 02H,14565
06/24/2021 01H,14736
06/24/2021 00H,15219
06/23/2021 23H,15621
06/23/2021 22H,15699
06/23/2021 21H,15590
06/23/2021 20H,15335
06/23/2021 19H,15094
06/23/2021 18H,14741
06/23/2021 17H,14455
06/23/2021 16H,14095
06/23/2021 15H,13809
06/23/2021 14H,13444
06/23/2021 13H,13112
06/23/2021 12H,12636
06/23/2021 11H,11927
06/23/2021 10H,11403
06/23/2021 09H,11027
06/23/2021 08H,10871
06/23/2021 07H,10977
06/23/2021 06H,11215
06/23/2021 05H,11709
06/23/2021 04H,12268
06/23/2021 03H,13277
06/23/2021 02H,13942
06/23/2021 01H,14202
06/23/2021 00H,14679
06/22/2021 23H,14886
06/22/2021 22H,14979
06/22/2021 21H,14938
06/22/2021 20H,14799
06/22/2021 19H,14805
06/22/2021 18H,14581
06/22/2021 17H,14406
06/22/2021 16H,14281
06/22/2021 15H,14038
06/22/2021 14H,13628
06/22/2021 13H,13423
06/22/2021 12H,13078
06/22/2021 11H,12527
06/22/2021 10H,12060
06/22/2021 09H,11662
06/22/2021 08H,11638
06/22/2021 07H,11867
06/22/2021 06H,12176
06/22/2021 05H,12744
06/22/2021 04H,13598
06/22/2021 03H,14659
06/22/2021 02H,15530
06/22/2021 01H,15900
06/22/2021 00H,16613
06/21/2021 23H,17363
06/21/2021 22H,18053
06/21/2021 21H,18538
06/21/2021 20H,18984
06/21/2021 19H,19220
06/21/2021 18H,19195
06/21/2021 17H,18997
06/21/2021 16H,18460
06/21/2021 15H,17633
06/21/2021 14H,16785
06/21/2021 13H,15853
06/21/2021 12H,14799
06/21/2021 11H,13939
06/21/2021 10H,13447
06/21/2021 09H,12980
06/21/2021 08H,13054
06/21/2021 07H,13325
06/21/2021 06H,13851
06/21/2021 05H,14510
06/21/2021 04H,15315
06/21/2021 03H,16300
06/21/2021 02H,17021
06/21/2021 01H,17411
06/21/2021 00H,17976
06/20/2021 23H,18632
06/20/2021 22H,18890
06/20/2021 21H,18865
06/20/2021 20H,18369
06/20/2021 19H,18001
06/20/2021 18H,17537
06/20/2021 17H,16800
06/20/2021 16H,16048
06/20/2021 15H,15147
06/20/2021 14H,14149
06/20/2021 13H,13029
06/20/2021 12H,11974
06/20/2021 11H,11434
06/20/2021 10H,11493
06/20/2021 09H,11509
06/20/2021 08H,11584
06/20/2021 07H,11947
06/20/2021 06H,12414
06/20/2021 05H,12993
06/20/2021 04H,13948
06/20/2021 03H,14962
06/20/2021 02H,15741
06/20/2021 01H,16199
06/20/2021 00H,16744
06/19/2021 23H,17198
06/19/2021 22H,17254
06/19/2021 21H,16957
06/19/2021 20H,16621
06/19/2021 19H,16218
06/19/2021 18H,15739
06/19/2021 17H,15230
06/19/2021 16H,14734
06/19/2021 15H,14159
06/19/2021 14H,13641
06/19/2021 13H,12939
06/19/2021 12H,12349
06/19/2021 11H,12078
06/19/2021 10H,11916
06/19/2021 09H,11834
06/19/2021 08H,11899
06/19/2021 07H,12231
06/19/2021 06H,12779
06/19/2021 05H,13418
06/19/2021 04H,14476
06/19/2021 03H,15656
06/19/2021 02H,16586
06/19/2021 01H,17010
06/19/2021 00H,17503
06/18/2021 23H,17937
06/18/2021 22H,17943
06/18/2021 21H,17591
06/18/2021 20H,17301
06/18/2021 19H,16766
06/18/2021 18H,16427
06/18/2021 17H,16055
06/18/2021 16H,15518
06/18/2021 15H,15033
06/18/2021 14H,14568
06/18/2021 13H,13965
06/18/2021 12H,13287
06/18/2021 11H,12541
06/18/2021 10H,12037
06/18/2021 09H,11666
06/18/2021 08H,11541
06/18/2021 07H,11780
06/18/2021 06H,12260
06/18/2021 05H,12857
06/18/2021 04H,13742
06/18/2021 03H,14943
06/18/2021 02H,15996
06/18/2021 01H,16511
06/18/2021 00H,17314
06/17/2021 23H,17562
06/17/2021 22H,17607
06/17/2021 21H,17389
06/17/2021 20H,16825
06/17/2021 19H,16281
06/17/2021 18H,15720
06/17/2021 17H,15120
06/17/2021 16H,14601
06/17/2021 15H,14250
06/17/2021 14H,13595
06/17/2021 13H,13274
06/17/2021 12H,12589
06/17/2021 11H,11857
06/17/2021 10H,11438
06/17/2021 09H,11091
06/17/2021 08H,10897
06/17/2021 07H,11003
06/17/2021 06H,11325
06/17/2021 05H,11853
06/17/2021 04H,12704
06/17/2021 03H,13864
06/17/2021 02H,14691
06/17/2021 01H,15282
06/17/2021 00H,15876
06/16/2021 23H,16333
06/16/2021 22H,16511
06/16/2021 21H,16320
06/16/2021 20H,16066
06/16/2021 19H,15745
06/16/2021 18H,15463
06/16/2021 17H,15064
06/16/2021 16H,14667
06/16/2021 15H,14314
06/16/2021 14H,13722
06/16/2021 13H,13412
06/16/2021 12H,12813
06/16/2021 11H,12144
06/16/2021 10H,11544
06/16/2021 09H,11321
06/16/2021 08H,11173
06/16/2021 07H,11310
06/16/2021 06H,11619
06/16/2021 05H,12261
06/16/2021 04H,13197
06/16/2021 03H,14344
06/16/2021 02H,15180
06/16/2021 01H,15577
06/16/2021 00H,16216
06/15/2021 23H,16637
06/15/2021 22H,16880
06/15/2021 21H,16894
06/15/2021 20H,16811
06/15/2021 19H,16749
06/15/2021 18H,16546
06/15/2021 17H,16200
06/15/2021 16H,15766
06/15/2021 15H,15292
06/15/2021 14H,14669
06/15/2021 13H,13933
06/15/2021 12H,13233
06/15/2021 11H,12441
06/15/2021 10H,11989
06/15/2021 09H,11603
06/15/2021 08H,11626
06/15/2021 07H,11879
06/15/2021 06H,12353
06/15/2021 05H,13031
06/15/2021 04H,14083
06/15/2021 03H,15388
06/15/2021 02H,16526
06/15/2021 01H,17209
06/15/2021 00H,18091
06/14/2021 23H,18792
06/14/2021 22H,19083
06/14/2021 21H,19211
06/14/2021 20H,18936
06/14/2021 19H,18700
06/14/2021 18H,18324
06/14/2021 17H,17743
06/14/2021 16H,16862
06/14/2021 15H,16130
06/14/2021 14H,15223
06/14/2021 13H,14364
06/14/2021 12H,13470
06/14/2021 11H,12652
06/14/2021 10H,12117
06/14/2021 09H,11610
06/14/2021 08H,11607
06/14/2021 07H,11794
06/14/2021 06H,12270
06/14/2021 05H,12964
06/14/2021 04H,13861
06/14/2021 03H,15080
06/14/2021 02H,15966
06/14/2021 01H,16672
06/14/2021 00H,17442
06/13/2021 23H,17955
06/13/2021 22H,18303
06/13/2021 21H,18326
06/13/2021 20H,18245
06/13/2021 19H,17932
06/13/2021 18H,17488
06/13/2021 17H,16947
06/13/2021 16H,16001
06/13/2021 15H,15012
06/13/2021 14H,13928
06/13/2021 13H,12691
06/13/2021 12H,11848
06/13/2021 11H,11408
06/13/2021 10H,11468
06/13/2021 09H,11621
06/13/2021 08H,11855
06/13/2021 07H,12203
06/13/2021 06H,12751
06/13/2021 05H,13539
06/13/2021 04H,14581
06/13/2021 03H,15791
06/13/2021 02H,16747
06/13/2021 01H,17328
06/13/2021 00H,18105
06/12/2021 23H,18538
06/12/2021 22H,18670
06/12/2021 21H,18582
06/12/2021 20H,18319
06/12/2021 19H,17903
06/12/2021 18H,17581
06/12/2021 17H,16910
06/12/2021 16H,16200
06/12/2021 15H,15210
06/12/2021 14H,14163
06/12/2021 13H,13184
06/12/2021 12H,12304
06/12/2021 11H,11846
06/12/2021 10H,11779
06/12/2021 09H,11679
06/12/2021 08H,11818
06/12/2021 07H,12162
06/12/2021 06H,12588
06/12/2021 05H,13389
06/12/2021 04H,14478
06/12/2021 03H,15694
06/12/2021 02H,16448
06/12/2021 01H,16914
06/12/2021 00H,17433
06/11/2021 23H,17891
06/11/2021 22H,18340
06/11/2021 21H,18586
06/11/2021 20H,18813
06/11/2021 19H,18722
06/11/2021 18H,18573
06/11/2021 17H,17846
06/11/2021 16H,17229
06/11/2021 15H,16362
06/11/2021 14H,15639
06/11/2021 13H,14825
06/11/2021 12H,14190
06/11/2021 11H,13395
06/11/2021 10H,12918
06/11/2021 09H,12579
06/11/2021 08H,12481
06/11/2021 07H,12844
06/11/2021 06H,13309
06/11/2021 05H,14029
06/11/2021 04H,14976
06/11/2021 03H,16288
06/11/2021 02H,17319
06/11/2021 01H,17781
06/11/2021 00H,18314
06/10/2021 23H,18821
06/10/2021 22H,19011
06/10/2021 21H,18958
06/10/2021 20H,18820
06/10/2021 19H,18687
06/10/2021 18H,18407
06/10/2021 17H,18079
06/10/2021 16H,17306
06/10/2021 15H,16593
06/10/2021 14H,15796
06/10/2021 13H,15000
06/10/2021 12H,14114
06/10/2021 11H,13284
06/10/2021 10H,12800
06/10/2021 09H,12311
06/10/2021 08H,12224
06/10/2021 07H,12549
06/10/2021 06H,12984
06/10/2021 05H,13707
06/10/2021 04H,14583
06/10/2021 03H,15662
06/10/2021 02H,16546
06/10/2021 01H,16816
06/10/2021 00H,17177
06/9/2021 23H,17505
06/9/2021 22H,17727
06/9/2021 21H,17800
06/9/2021 20H,17732
06/9/2021 19H,17735
06/9/2021 18H,17560
06/9/2021 17H,17223
06/9/2021 16H,16777
06/9/2021 15H,16166
06/9/2021 14H,15571
06/9/2021 13H,14874
06/9/2021 12H,14134
06/9/2021 11H,13351
06/9/2021 10H,12753
06/9/2021 09H,12363
06/9/2021 08H,12397
06/9/2021 07H,12596
06/9/2021 06H,13107
06/9/2021 05H,13754
06/9/2021 04H,14649
06/9/2021 03H,15842
06/9/2021 02H,16884
06/9/2021 01H,17347
06/9/2021 00H,17964
06/8/2021 23H,18599
06/8/2021 22H,19156
06/8/2021 21H,19399
06/8/2021 20H,19409
06/8/2021 19H,19232
06/8/2021 18H,19043
06/8/2021 17H,18469
06/8/2021 16H,17830
06/8/2021 15H,16893
06/8/2021 14H,16006
06/8/2021 13H,15197
06/8/2021 12H,14426
06/8/2021 11H,13362
06/8/2021 10H,12701
06/8/2021 09H,12270
06/8/2021 08H,12245
06/8/2021 07H,12494
06/8/2021 06H,12948
06/8/2021 05H,13530
06/8/2021 04H,14554
06/8/2021 03H,15748
06/8/2021 02H,16750
06/8/2021 01H,17115
06/8/2021 00H,17688
06/7/2021 23H,18289
06/7/2021 22H,18678
06/7/2021 21H,18737
06/7/2021 20H,18510
06/7/2021 19H,18333
06/7/2021 18H,17922
06/7/2021 17H,17516
06/7/2021 16H,16920
06/7/2021 15H,16391
06/7/2021 14H,15840
06/7/2021 13H,15115
06/7/2021 12H,14360
06/7/2021 11H,13565
06/7/2021 10H,12836
06/7/2021 09H,12601
06/7/2021 08H,12573
06/7/2021 07H,12697
06/7/2021 06H,13067
06/7/2021 05H,13724
06/7/2021 04H,14689
06/7/2021 03H,15659
06/7/2021 02H,16480
06/7/2021 01H,16832
06/7/2021 00H,17317
06/6/2021 23H,17682
06/6/2021 22H,17964
06/6/2021 21H,17823
06/6/2021 20H,17564
06/6/2021 19H,17283
06/6/2021 18H,16873
06/6/2021 17H,16214
06/6/2021 16H,15386
06/6/2021 15H,14322
06/6/2021 14H,13215
06/6/2021 13H,12151
06/6/2021 12H,11191
06/6/2021 11H,10797
06/6/2021 10H,10929
06/6/2021 09H,10919
06/6/2021 08H,11100
06/6/2021 07H,11415
06/6/2021 06H,11921
06/6/2021 05H,12631
06/6/2021 04H,13723
06/6/2021 03H,14904
06/6/2021 02H,15873
06/6/2021 01H,16407
06/6/2021 00H,17220
06/5/2021 23H,17651
06/5/2021 22H,17755
06/5/2021 21H,17570
06/5/2021 20H,17192
06/5/2021 19H,16934
06/5/2021 18H,16527
06/5/2021 17H,15948
06/5/2021 16H,15312
06/5/2021 15H,14480
06/5/2021 14H,13563
06/5/2021 13H,12706
06/5/2021 12H,11702
06/5/2021 11H,11208
06/5/2021 10H,11230
06/5/2021 09H,11148
06/5/2021 08H,11243
06/5/2021 07H,11400
06/5/2021 06H,11896
06/5/2021 05H,12628
06/5/2021 04H,13739
06/5/2021 03H,14885
06/5/2021 02H,15812
06/5/2021 01H,16304
06/5/2021 00H,16982
06/4/2021 23H,17438
06/4/2021 22H,17482
06/4/2021 21H,17365
06/4/2021 20H,17034
06/4/2021 19H,16596
06/4/2021 18H,16167
06/4/2021 17H,15690
06/4/2021 16H,15262
06/4/2021 15H,14868
06/4/2021 14H,14084
06/4/2021 13H,13489
06/4/2021 12H,13036
06/4/2021 11H,12375
06/4/2021 10H,11749
06/4/2021 09H,11361
06/4/2021 08H,11281
06/4/2021 07H,11423
06/4/2021 06H,11784
06/4/2021 05H,12169
06/4/2021 04H,12955
06/4/2021 03H,13807
06/4/2021 02H,14604
06/4/2021 01H,14780
06/4/2021 00H,14986
06/3/2021 23H,15154
