Demand for PJM Interconnection LLC (PJM) American Electric Power zone hourly - UTC time
https://www.eia.gov/opendata/v1/qb.php?category=3390296&sdid=EBA.PJM-AEP.D.H
19:27:58 GMT-0500 (Central Daylight Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.PJM-AEP.D.H megawatthours
09/19/2020 15H,11820
09/19/2020 14H,11652
09/19/2020 13H,11195
09/19/2020 12H,10851
09/19/2020 11H,10488
09/19/2020 10H,10139
09/19/2020 09H,9972
09/19/2020 08H,9913
09/19/2020 07H,10009
09/19/2020 06H,10127
09/19/2020 05H,10523
09/19/2020 04H,11107
09/19/2020 03H,11805
09/19/2020 02H,12409
09/19/2020 01H,12887
09/19/2020 00H,12793
09/18/2020 23H,12863
09/18/2020 22H,13120
09/18/2020 21H,13323
09/18/2020 20H,13446
09/18/2020 19H,13470
09/18/2020 18H,13529
09/18/2020 17H,13435
09/18/2020 16H,13283
09/18/2020 15H,13151
09/18/2020 14H,12940
09/18/2020 13H,12669
09/18/2020 12H,12478
09/18/2020 11H,11922
09/18/2020 10H,11095
09/18/2020 09H,10565
09/18/2020 08H,10452
09/18/2020 07H,10593
09/18/2020 06H,10823
09/18/2020 05H,11197
09/18/2020 04H,11832
09/18/2020 03H,12537
09/18/2020 02H,13309
09/18/2020 01H,13887
09/18/2020 00H,13833
09/17/2020 23H,13925
09/17/2020 22H,14205
09/17/2020 21H,14400
09/17/2020 20H,14395
09/17/2020 19H,14501
09/17/2020 18H,14413
09/17/2020 17H,14244
09/17/2020 16H,13932
09/17/2020 15H,13710
09/17/2020 14H,13402
09/17/2020 13H,13175
09/17/2020 12H,12876
09/17/2020 11H,12322
09/17/2020 10H,11455
09/17/2020 09H,10946
09/17/2020 08H,10840
09/17/2020 07H,10892
09/17/2020 06H,11161
09/17/2020 05H,11535
09/17/2020 04H,12147
09/17/2020 03H,13058
09/17/2020 02H,13924
09/17/2020 01H,14717
09/17/2020 00H,14626
09/16/2020 23H,14842
09/16/2020 22H,15044
09/16/2020 21H,15024
09/16/2020 20H,14803
09/16/2020 19H,14636
09/16/2020 18H,14181
09/16/2020 17H,13872
09/16/2020 16H,13463
09/16/2020 15H,13266
09/16/2020 14H,12957
09/16/2020 13H,12706
09/16/2020 12H,12449
09/16/2020 11H,11861
09/16/2020 10H,11136
09/16/2020 09H,10583
09/16/2020 08H,10402
09/16/2020 07H,10498
09/16/2020 06H,10743
09/16/2020 05H,11157
09/16/2020 04H,11679
09/16/2020 03H,12468
09/16/2020 02H,13279
09/16/2020 01H,13995
09/16/2020 00H,13940
09/15/2020 23H,14097
09/15/2020 22H,14459
09/15/2020 21H,14453
09/15/2020 20H,14346
09/15/2020 19H,14071
09/15/2020 18H,13842
09/15/2020 17H,13624
09/15/2020 16H,13372
09/15/2020 15H,13226
09/15/2020 14H,12898
09/15/2020 13H,12713
09/15/2020 12H,12433
09/15/2020 11H,11919
09/15/2020 10H,11096
09/15/2020 09H,10640
09/15/2020 08H,10493
09/15/2020 07H,10648
09/15/2020 06H,10969
09/15/2020 05H,11348
09/15/2020 04H,12052
09/15/2020 03H,12906
09/15/2020 02H,13937
09/15/2020 01H,14645
09/15/2020 00H,14784
09/14/2020 23H,15114
09/14/2020 22H,15628
09/14/2020 21H,15794
09/14/2020 20H,15861
09/14/2020 19H,15891
09/14/2020 18H,15631
09/14/2020 17H,15374
09/14/2020 16H,14904
09/14/2020 15H,14548
09/14/2020 14H,14068
09/14/2020 13H,13518
09/14/2020 12H,13189
09/14/2020 11H,12615
09/14/2020 10H,11668
09/14/2020 09H,11117
09/14/2020 08H,11001
09/14/2020 07H,11089
09/14/2020 06H,11360
09/14/2020 05H,11817
09/14/2020 04H,12401
09/14/2020 03H,13214
09/14/2020 02H,14166
09/14/2020 01H,14905
09/14/2020 00H,15086
09/13/2020 23H,15300
09/13/2020 22H,15596
09/13/2020 21H,15513
09/13/2020 20H,15314
09/13/2020 19H,15123
09/13/2020 18H,14852
09/13/2020 17H,14485
09/13/2020 16H,13901
09/13/2020 15H,13377
09/13/2020 14H,12865
09/13/2020 13H,12171
09/13/2020 12H,11616
09/13/2020 11H,11506
09/13/2020 10H,11332
09/13/2020 09H,11295
09/13/2020 08H,11477
09/13/2020 07H,11854
09/13/2020 06H,12230
09/13/2020 05H,12846
09/13/2020 04H,13515
09/13/2020 03H,14303
09/13/2020 02H,15105
09/13/2020 01H,15757
09/13/2020 00H,15980
09/12/2020 23H,16338
09/12/2020 22H,16510
09/12/2020 21H,16416
09/12/2020 20H,16158
09/12/2020 19H,15697
09/12/2020 18H,15106
09/12/2020 17H,14482
09/12/2020 16H,13785
09/12/2020 15H,13183
09/12/2020 14H,12537
09/12/2020 13H,11984
09/12/2020 12H,11491
09/12/2020 11H,11232
09/12/2020 10H,10963
09/12/2020 09H,10935
09/12/2020 08H,10966
09/12/2020 07H,11210
09/12/2020 06H,11464
09/12/2020 05H,12046
09/12/2020 04H,12704
09/12/2020 03H,13678
09/12/2020 02H,14447
09/12/2020 01H,15071
09/12/2020 00H,15035
09/11/2020 23H,15430
09/11/2020 22H,15898
09/11/2020 21H,16051
09/11/2020 20H,16045
09/11/2020 19H,16025
09/11/2020 18H,15869
09/11/2020 17H,15599
09/11/2020 16H,15240
09/11/2020 15H,14959
09/11/2020 14H,14478
09/11/2020 13H,14162
09/11/2020 12H,13881
09/11/2020 11H,13329
09/11/2020 10H,12550
09/11/2020 09H,12141
09/11/2020 08H,12059
09/11/2020 07H,12233
09/11/2020 06H,12527
09/11/2020 05H,13146
09/11/2020 04H,14115
09/11/2020 03H,15169
09/11/2020 02H,16351
09/11/2020 01H,17209
09/11/2020 00H,17400
09/10/2020 23H,18016
09/10/2020 22H,18343
09/10/2020 21H,18480
09/10/2020 20H,18542
09/10/2020 19H,18254
09/10/2020 18H,17949
09/10/2020 17H,17432
09/10/2020 16H,16796
09/10/2020 15H,15938
09/10/2020 14H,15107
09/10/2020 13H,14411
09/10/2020 12H,13971
09/10/2020 11H,13541
09/10/2020 10H,12650
09/10/2020 09H,12213
09/10/2020 08H,12164
09/10/2020 07H,12421
09/10/2020 06H,12869
09/10/2020 05H,13499
09/10/2020 04H,14448
09/10/2020 03H,15575
09/10/2020 02H,16822
09/10/2020 01H,17798
09/10/2020 00H,18023
09/9/2020 23H,18689
09/9/2020 22H,19047
09/9/2020 21H,19185
09/9/2020 20H,19033
09/9/2020 19H,18679
09/9/2020 18H,18052
09/9/2020 17H,17325
09/9/2020 16H,16530
09/9/2020 15H,15679
09/9/2020 14H,14848
09/9/2020 13H,14238
09/9/2020 12H,13797
09/9/2020 11H,13246
09/9/2020 10H,12465
09/9/2020 09H,12008
09/9/2020 08H,11999
09/9/2020 07H,12123
09/9/2020 06H,12567
09/9/2020 05H,13304
09/9/2020 04H,14098
09/9/2020 03H,15240
09/9/2020 02H,16500
09/9/2020 01H,17521
09/9/2020 00H,17840
09/8/2020 23H,18544
09/8/2020 22H,19029
09/8/2020 21H,19260
09/8/2020 20H,19085
09/8/2020 19H,18749
09/8/2020 18H,18044
09/8/2020 17H,17208
09/8/2020 16H,16097
09/8/2020 15H,15211
09/8/2020 14H,14392
09/8/2020 13H,13731
09/8/2020 12H,13258
09/8/2020 11H,12690
09/8/2020 10H,11781
09/8/2020 09H,11283
09/8/2020 08H,11110
09/8/2020 07H,11225
09/8/2020 06H,11530
09/8/2020 05H,11957
09/8/2020 04H,12522
09/8/2020 03H,13276
09/8/2020 02H,14129
09/8/2020 01H,14955
09/8/2020 00H,15232
09/7/2020 23H,15874
09/7/2020 22H,16351
09/7/2020 21H,16448
09/7/2020 20H,16205
09/7/2020 19H,15704
09/7/2020 18H,15155
09/7/2020 17H,14512
09/7/2020 16H,13645
09/7/2020 15H,12799
09/7/2020 14H,11918
09/7/2020 13H,11147
09/7/2020 12H,10712
09/7/2020 11H,10555
09/7/2020 10H,10446
09/7/2020 09H,10289
09/7/2020 08H,10296
09/7/2020 07H,10452
09/7/2020 06H,10765
09/7/2020 05H,11156
09/7/2020 04H,11852
09/7/2020 03H,12538
09/7/2020 02H,13291
09/7/2020 01H,13855
09/7/2020 00H,13951
09/6/2020 23H,14414
09/6/2020 22H,14633
09/6/2020 21H,14529
09/6/2020 20H,14242
09/6/2020 19H,13799
09/6/2020 18H,13331
09/6/2020 17H,12902
09/6/2020 16H,12316
09/6/2020 15H,11727
09/6/2020 14H,11119
09/6/2020 13H,10520
09/6/2020 12H,10045
09/6/2020 11H,10016
09/6/2020 10H,9803
09/6/2020 09H,9824
09/6/2020 08H,9952
09/6/2020 07H,10155
09/6/2020 06H,10499
09/6/2020 05H,10935
09/6/2020 04H,11615
09/6/2020 03H,12384
09/6/2020 02H,13129
09/6/2020 01H,13721
09/6/2020 00H,14145
09/5/2020 23H,14804
09/5/2020 22H,15076
09/5/2020 21H,14911
09/5/2020 20H,14533
09/5/2020 19H,14094
09/5/2020 18H,13621
09/5/2020 17H,13107
09/5/2020 16H,12639
09/5/2020 15H,12025
09/5/2020 14H,11494
09/5/2020 13H,10976
09/5/2020 12H,10527
09/5/2020 11H,10446
09/5/2020 10H,10240
09/5/2020 09H,10168
09/5/2020 08H,10342
09/5/2020 07H,10506
09/5/2020 06H,10794
09/5/2020 05H,11469
09/5/2020 04H,12252
09/5/2020 03H,13283
09/5/2020 02H,14223
09/5/2020 01H,14997
09/5/2020 00H,15362
09/4/2020 23H,16207
09/4/2020 22H,16795
09/4/2020 21H,16988
09/4/2020 20H,17006
09/4/2020 19H,16945
09/4/2020 18H,16700
09/4/2020 17H,16226
09/4/2020 16H,15671
09/4/2020 15H,15070
09/4/2020 14H,14496
09/4/2020 13H,13849
09/4/2020 12H,13355
09/4/2020 11H,12950
09/4/2020 10H,12315
09/4/2020 09H,11976
09/4/2020 08H,12050
09/4/2020 07H,12388
09/4/2020 06H,12773
09/4/2020 05H,13485
09/4/2020 04H,14369
09/4/2020 03H,15471
09/4/2020 02H,16697
09/4/2020 01H,17416
09/4/2020 00H,17689
09/3/2020 23H,18300
09/3/2020 22H,18616
09/3/2020 21H,18729
09/3/2020 20H,18526
09/3/2020 19H,18184
09/3/2020 18H,17842
09/3/2020 17H,17242
09/3/2020 16H,16680
09/3/2020 15H,16024
09/3/2020 14H,15350
09/3/2020 13H,14905
09/3/2020 12H,14504
09/3/2020 11H,13843
09/3/2020 10H,12929
09/3/2020 09H,12557
09/3/2020 08H,12521
09/3/2020 07H,12643
09/3/2020 06H,12995
09/3/2020 05H,13593
09/3/2020 04H,14433
09/3/2020 03H,15451
09/3/2020 02H,16773
09/3/2020 01H,17493
09/3/2020 00H,17628
09/2/2020 23H,18145
09/2/2020 22H,18481
09/2/2020 21H,18707
09/2/2020 20H,18826
09/2/2020 19H,18543
09/2/2020 18H,18136
09/2/2020 17H,17515
09/2/2020 16H,16963
09/2/2020 15H,16373
09/2/2020 14H,15668
09/2/2020 13H,15182
09/2/2020 12H,14752
09/2/2020 11H,14103
09/2/2020 10H,13264
09/2/2020 09H,12813
09/2/2020 08H,12728
09/2/2020 07H,12875
09/2/2020 06H,13342
09/2/2020 05H,13918
09/2/2020 04H,14864
09/2/2020 03H,15899
09/2/2020 02H,17049
09/2/2020 01H,17823
09/2/2020 00H,17957
09/1/2020 23H,18354
09/1/2020 22H,18809
09/1/2020 21H,18918
09/1/2020 20H,18839
09/1/2020 19H,18507
09/1/2020 18H,17951
09/1/2020 17H,17233
09/1/2020 16H,16474
09/1/2020 15H,15778
09/1/2020 14H,14994
09/1/2020 13H,14570
09/1/2020 12H,13991
09/1/2020 11H,13483
09/1/2020 10H,12584
09/1/2020 09H,12053
09/1/2020 08H,11904
09/1/2020 07H,12079
09/1/2020 06H,12451
09/1/2020 05H,12939
09/1/2020 04H,13840
09/1/2020 03H,14887
09/1/2020 02H,16035
09/1/2020 01H,16536
09/1/2020 00H,16711
08/31/2020 23H,17024
08/31/2020 22H,17240
08/31/2020 21H,17138
08/31/2020 20H,16915
08/31/2020 19H,16624
08/31/2020 18H,16231
08/31/2020 17H,15669
08/31/2020 16H,15208
08/31/2020 15H,14815
08/31/2020 14H,14203
08/31/2020 13H,13814
08/31/2020 12H,13377
08/31/2020 11H,12708
08/31/2020 10H,11802
08/31/2020 09H,11264
08/31/2020 08H,11102
08/31/2020 07H,11138
08/31/2020 06H,11315
08/31/2020 05H,11824
08/31/2020 04H,12295
08/31/2020 03H,13233
08/31/2020 02H,14279
08/31/2020 01H,14921
08/31/2020 00H,14998
08/30/2020 23H,15596
08/30/2020 22H,15882
08/30/2020 21H,15774
08/30/2020 20H,15428
08/30/2020 19H,14986
08/30/2020 18H,14601
08/30/2020 17H,14032
08/30/2020 16H,13426
08/30/2020 15H,12765
08/30/2020 14H,12035
08/30/2020 13H,11275
08/30/2020 12H,10630
08/30/2020 11H,10549
08/30/2020 10H,10454
08/30/2020 09H,10489
08/30/2020 08H,10689
08/30/2020 07H,10985
08/30/2020 06H,11338
08/30/2020 05H,11991
08/30/2020 04H,12845
08/30/2020 03H,13859
08/30/2020 02H,14814
08/30/2020 01H,15617
08/30/2020 00H,16049
08/29/2020 23H,16973
08/29/2020 22H,17429
08/29/2020 21H,17661
08/29/2020 20H,17444
08/29/2020 19H,17163
08/29/2020 18H,16764
08/29/2020 17H,16315
08/29/2020 16H,15681
08/29/2020 15H,15026
08/29/2020 14H,14346
08/29/2020 13H,13511
08/29/2020 12H,12848
08/29/2020 11H,12679
08/29/2020 10H,12529
08/29/2020 09H,12442
08/29/2020 08H,12549
08/29/2020 07H,12826
08/29/2020 06H,13222
08/29/2020 05H,13902
08/29/2020 04H,14818
08/29/2020 03H,15814
08/29/2020 02H,16894
08/29/2020 01H,17618
08/29/2020 00H,18140
08/28/2020 23H,18668
08/28/2020 22H,19283
08/28/2020 21H,19488
08/28/2020 20H,19847
08/28/2020 19H,20007
08/28/2020 18H,20003
08/28/2020 17H,19964
08/28/2020 16H,19034
08/28/2020 15H,17924
08/28/2020 14H,16913
08/28/2020 13H,16080
08/28/2020 12H,15396
08/28/2020 11H,14859
08/28/2020 10H,13979
08/28/2020 09H,13554
08/28/2020 08H,13465
08/28/2020 07H,13608
08/28/2020 06H,14064
08/28/2020 05H,14748
08/28/2020 04H,15691
08/28/2020 03H,16720
08/28/2020 02H,17956
08/28/2020 01H,18701
08/28/2020 00H,18956
08/27/2020 23H,19639
08/27/2020 22H,19776
08/27/2020 21H,20033
08/27/2020 20H,19953
08/27/2020 19H,20270
08/27/2020 18H,20203
08/27/2020 17H,19590
08/27/2020 16H,18573
08/27/2020 15H,17648
08/27/2020 14H,16708
08/27/2020 13H,15826
08/27/2020 12H,15053
08/27/2020 11H,14389
08/27/2020 10H,13570
08/27/2020 09H,13160
08/27/2020 08H,13131
08/27/2020 07H,13503
08/27/2020 06H,14039
08/27/2020 05H,14783
08/27/2020 04H,15858
08/27/2020 03H,17019
08/27/2020 02H,18257
08/27/2020 01H,19340
08/27/2020 00H,19879
08/26/2020 23H,20576
08/26/2020 22H,20879
08/26/2020 21H,20960
08/26/2020 20H,20751
08/26/2020 19H,20513
08/26/2020 18H,19975
08/26/2020 17H,19167
08/26/2020 16H,18129
08/26/2020 15H,16819
08/26/2020 14H,15738
08/26/2020 13H,14723
08/26/2020 12H,14023
08/26/2020 11H,13472
08/26/2020 10H,12694
08/26/2020 09H,12288
08/26/2020 08H,12400
08/26/2020 07H,12693
08/26/2020 06H,13186
08/26/2020 05H,13857
08/26/2020 04H,14886
08/26/2020 03H,16173
08/26/2020 02H,17574
08/26/2020 01H,18411
08/26/2020 00H,19028
08/25/2020 23H,19858
08/25/2020 22H,19944
08/25/2020 21H,20313
08/25/2020 20H,20606
08/25/2020 19H,20827
08/25/2020 18H,20540
08/25/2020 17H,19971
08/25/2020 16H,19018
08/25/2020 15H,17851
08/25/2020 14H,16581
08/25/2020 13H,15642
08/25/2020 12H,14806
08/25/2020 11H,14239
08/25/2020 10H,13398
08/25/2020 09H,12886
08/25/2020 08H,12888
08/25/2020 07H,13238
08/25/2020 06H,13724
08/25/2020 05H,14356
08/25/2020 04H,15389
08/25/2020 03H,16654
08/25/2020 02H,18049
08/25/2020 01H,18889
08/25/2020 00H,19521
08/24/2020 23H,20370
08/24/2020 22H,20698
08/24/2020 21H,20846
08/24/2020 20H,20619
08/24/2020 19H,20358
08/24/2020 18H,19987
08/24/2020 17H,19386
08/24/2020 16H,18343
08/24/2020 15H,17233
08/24/2020 14H,16103
08/24/2020 13H,15011
08/24/2020 12H,14133
08/24/2020 11H,13537
08/24/2020 10H,12746
08/24/2020 09H,12285
08/24/2020 08H,12287
08/24/2020 07H,12514
08/24/2020 06H,12986
08/24/2020 05H,13627
08/24/2020 04H,14452
08/24/2020 03H,15490
08/24/2020 02H,16621
08/24/2020 01H,17228
08/24/2020 00H,17690
08/23/2020 23H,18207
08/23/2020 22H,18528
08/23/2020 21H,18300
08/23/2020 20H,17970
08/23/2020 19H,17495
08/23/2020 18H,16999
08/23/2020 17H,16249
08/23/2020 16H,15233
08/23/2020 15H,13998
08/23/2020 14H,12883
08/23/2020 13H,11938
08/23/2020 12H,11176
08/23/2020 11H,11088
08/23/2020 10H,10993
08/23/2020 09H,10992
08/23/2020 08H,11172
08/23/2020 07H,11445
08/23/2020 06H,11884
08/23/2020 05H,12561
08/23/2020 04H,13428
08/23/2020 03H,14405
08/23/2020 02H,15388
08/23/2020 01H,16068
08/23/2020 00H,16613
08/22/2020 23H,17242
08/22/2020 22H,17761
08/22/2020 21H,17822
08/22/2020 20H,17712
08/22/2020 19H,17359
08/22/2020 18H,16887
08/22/2020 17H,16350
08/22/2020 16H,15337
08/22/2020 15H,14499
08/22/2020 14H,13411
08/22/2020 13H,12591
08/22/2020 12H,11858
08/22/2020 11H,11711
08/22/2020 10H,11536
08/22/2020 09H,11438
08/22/2020 08H,11484
08/22/2020 07H,11836
08/22/2020 06H,12340
08/22/2020 05H,12936
08/22/2020 04H,13785
08/22/2020 03H,14992
08/22/2020 02H,16107
08/22/2020 01H,16660
08/22/2020 00H,17070
08/21/2020 23H,17666
08/21/2020 22H,18003
08/21/2020 21H,17937
08/21/2020 20H,17754
08/21/2020 19H,17484
08/21/2020 18H,17035
08/21/2020 17H,16372
08/21/2020 16H,15728
08/21/2020 15H,15133
08/21/2020 14H,14373
08/21/2020 13H,13778
08/21/2020 12H,13153
08/21/2020 11H,12737
08/21/2020 10H,12059
08/21/2020 09H,11613
08/21/2020 08H,11591
08/21/2020 07H,11822
08/21/2020 06H,12187
08/21/2020 05H,12805
08/21/2020 04H,13723
08/21/2020 03H,14869
08/21/2020 02H,16133
08/21/2020 01H,16819
08/21/2020 00H,17417
08/20/2020 23H,18103
08/20/2020 22H,18276
08/20/2020 21H,18191
08/20/2020 20H,17875
08/20/2020 19H,17519
08/20/2020 18H,16861
08/20/2020 17H,16205
08/20/2020 16H,15367
08/20/2020 15H,14649
08/20/2020 14H,14093
08/20/2020 13H,13490
08/20/2020 12H,12853
08/20/2020 11H,12239
08/20/2020 10H,11685
08/20/2020 09H,11323
08/20/2020 08H,11240
08/20/2020 07H,11404
08/20/2020 06H,11781
08/20/2020 05H,12360
08/20/2020 04H,13095
08/20/2020 03H,14192
08/20/2020 02H,15417
08/20/2020 01H,15904
08/20/2020 00H,16609
08/19/2020 23H,17244
08/19/2020 22H,17381
08/19/2020 21H,17318
08/19/2020 20H,17066
08/19/2020 19H,16721
08/19/2020 18H,16482
08/19/2020 17H,15832
08/19/2020 16H,15247
08/19/2020 15H,14650
08/19/2020 14H,14005
08/19/2020 13H,13451
08/19/2020 12H,12890
08/19/2020 11H,12466
08/19/2020 10H,11662
08/19/2020 09H,11257
08/19/2020 08H,11241
08/19/2020 07H,11467
08/19/2020 06H,11883
08/19/2020 05H,12447
08/19/2020 04H,13262
08/19/2020 03H,14348
08/19/2020 02H,15371
08/19/2020 01H,15907
08/19/2020 00H,16404
08/18/2020 23H,17127
08/18/2020 22H,17457
08/18/2020 21H,17589
08/18/2020 20H,17490
08/18/2020 19H,17498
08/18/2020 18H,16933
08/18/2020 17H,16034
08/18/2020 16H,15640
08/18/2020 15H,15037
08/18/2020 14H,14403
08/18/2020 13H,13730
08/18/2020 12H,13082
08/18/2020 11H,12617
08/18/2020 10H,11979
08/18/2020 09H,11604
08/18/2020 08H,11590
08/18/2020 07H,11740
08/18/2020 06H,12254
08/18/2020 05H,12814
08/18/2020 04H,13752
08/18/2020 03H,15026
08/18/2020 02H,16311
08/18/2020 01H,16956
08/18/2020 00H,17665
08/17/2020 23H,18438
08/17/2020 22H,18813
08/17/2020 21H,18842
08/17/2020 20H,18816
08/17/2020 19H,18598
08/17/2020 18H,18140
08/17/2020 17H,17377
08/17/2020 16H,16757
08/17/2020 15H,15912
08/17/2020 14H,15105
08/17/2020 13H,14143
08/17/2020 12H,13251
08/17/2020 11H,12784
08/17/2020 10H,11991
08/17/2020 09H,11500
08/17/2020 08H,11411
08/17/2020 07H,11608
08/17/2020 06H,11911
08/17/2020 05H,12469
08/17/2020 04H,13332
08/17/2020 03H,14296
08/17/2020 02H,15299
08/17/2020 01H,15797
08/17/2020 00H,16382
08/16/2020 23H,16908
08/16/2020 22H,17000
08/16/2020 21H,16415
08/16/2020 20H,16111
08/16/2020 19H,15744
08/16/2020 18H,15382
08/16/2020 17H,14728
08/16/2020 16H,14044
08/16/2020 15H,13206
08/16/2020 14H,12464
08/16/2020 13H,11615
08/16/2020 12H,10908
08/16/2020 11H,10821
08/16/2020 10H,10703
08/16/2020 09H,10803
08/16/2020 08H,10965
08/16/2020 07H,11217
08/16/2020 06H,11621
08/16/2020 05H,12251
08/16/2020 04H,13002
08/16/2020 03H,13963
08/16/2020 02H,14846
08/16/2020 01H,15355
08/16/2020 00H,15903
08/15/2020 23H,16488
08/15/2020 22H,16569
08/15/2020 21H,16446
08/15/2020 20H,16502
08/15/2020 19H,16371
08/15/2020 18H,16076
08/15/2020 17H,15758
08/15/2020 16H,15194
08/15/2020 15H,14527
08/15/2020 14H,13739
08/15/2020 13H,12983
08/15/2020 12H,12201
08/15/2020 11H,12086
08/15/2020 10H,11798
08/15/2020 09H,11767
08/15/2020 08H,11891
08/15/2020 07H,12252
08/15/2020 06H,12698
08/15/2020 05H,13378
08/15/2020 04H,14338
08/15/2020 03H,15511
08/15/2020 02H,16593
08/15/2020 01H,17195
08/15/2020 00H,17687
08/14/2020 23H,18473
08/14/2020 22H,19368
08/14/2020 21H,19899
08/14/2020 20H,20028
08/14/2020 19H,20057
08/14/2020 18H,19774
08/14/2020 17H,18877
08/14/2020 16H,17978
08/14/2020 15H,16990
08/14/2020 14H,16007
08/14/2020 13H,15131
08/14/2020 12H,14271
08/14/2020 11H,13742
08/14/2020 10H,13149
08/14/2020 09H,12784
08/14/2020 08H,12782
08/14/2020 07H,13145
08/14/2020 06H,13643
08/14/2020 05H,14452
08/14/2020 04H,15497
08/14/2020 03H,16857
08/14/2020 02H,18099
08/14/2020 01H,18774
08/14/2020 00H,19536
08/13/2020 23H,20336
08/13/2020 22H,20806
08/13/2020 21H,20807
08/13/2020 20H,20679
08/13/2020 19H,20264
08/13/2020 18H,19558
08/13/2020 17H,18675
08/13/2020 16H,17625
08/13/2020 15H,16611
08/13/2020 14H,15536
08/13/2020 13H,14499
08/13/2020 12H,13684
08/13/2020 11H,13126
08/13/2020 10H,12500
08/13/2020 09H,12228
08/13/2020 08H,12328
08/13/2020 07H,12594
08/13/2020 06H,13057
08/13/2020 05H,13773
08/13/2020 04H,14801
08/13/2020 03H,16196
08/13/2020 02H,17324
08/13/2020 01H,18119
08/13/2020 00H,18830
08/12/2020 23H,19394
08/12/2020 22H,20008
08/12/2020 21H,20188
08/12/2020 20H,19954
08/12/2020 19H,19811
08/12/2020 18H,19404
08/12/2020 17H,18831
08/12/2020 16H,17957
08/12/2020 15H,16933
08/12/2020 14H,15865
08/12/2020 13H,14797
08/12/2020 12H,13901
08/12/2020 11H,13476
08/12/2020 10H,12791
08/12/2020 09H,12495
08/12/2020 08H,12421
08/12/2020 07H,12773
08/12/2020 06H,13233
08/12/2020 05H,14075
08/12/2020 04H,15313
08/12/2020 03H,16771
08/12/2020 02H,18134
08/12/2020 01H,18835
08/12/2020 00H,19550
08/11/2020 23H,20377
08/11/2020 22H,20707
08/11/2020 21H,20609
08/11/2020 20H,20325
08/11/2020 19H,19948
08/11/2020 18H,19409
08/11/2020 17H,18532
08/11/2020 16H,17319
08/11/2020 15H,16533
08/11/2020 14H,15709
08/11/2020 13H,14894
08/11/2020 12H,14067
08/11/2020 11H,13576
08/11/2020 10H,12911
08/11/2020 09H,12518
08/11/2020 08H,12484
08/11/2020 07H,12786
08/11/2020 06H,13292
08/11/2020 05H,14148
08/11/2020 04H,15235
08/11/2020 03H,16530
08/11/2020 02H,17989
08/11/2020 01H,18876
08/11/2020 00H,19832
08/10/2020 23H,20657
08/10/2020 22H,21028
08/10/2020 21H,20824
08/10/2020 20H,20665
08/10/2020 19H,20691
08/10/2020 18H,20447
08/10/2020 17H,19649
08/10/2020 16H,18483
08/10/2020 15H,17244
08/10/2020 14H,15947
08/10/2020 13H,14807
08/10/2020 12H,13875
08/10/2020 11H,13098
08/10/2020 10H,12522
08/10/2020 09H,12185
08/10/2020 08H,12116
08/10/2020 07H,12510
08/10/2020 06H,13055
08/10/2020 05H,13890
08/10/2020 04H,14813
08/10/2020 03H,16105
08/10/2020 02H,17218
08/10/2020 01H,17792
08/10/2020 00H,18672
08/9/2020 23H,19292
08/9/2020 22H,19427
08/9/2020 21H,19082
08/9/2020 20H,18561
08/9/2020 19H,17922
08/9/2020 18H,17258
08/9/2020 17H,16424
08/9/2020 16H,15319
08/9/2020 15H,14074
08/9/2020 14H,12747
08/9/2020 13H,11640
08/9/2020 12H,10834
08/9/2020 11H,10663
08/9/2020 10H,10664
08/9/2020 09H,10740
08/9/2020 08H,10919
08/9/2020 07H,11287
08/9/2020 06H,11733
08/9/2020 05H,12405
08/9/2020 04H,13456
08/9/2020 03H,14617
08/9/2020 02H,15733
08/9/2020 01H,16356
08/9/2020 00H,17256
08/8/2020 23H,17941
08/8/2020 22H,18202
08/8/2020 21H,17954
08/8/2020 20H,17494
08/8/2020 19H,16935
08/8/2020 18H,16410
08/8/2020 17H,15711
08/8/2020 16H,14874
08/8/2020 15H,13936
08/8/2020 14H,12959
08/8/2020 13H,12026
08/8/2020 12H,11374
08/8/2020 11H,11085
08/8/2020 10H,10966
08/8/2020 09H,10892
08/8/2020 08H,11012
08/8/2020 07H,11276
08/8/2020 06H,11803
08/8/2020 05H,12510
08/8/2020 04H,13531
08/8/2020 03H,14777
08/8/2020 02H,15895
08/8/2020 01H,16417
08/8/2020 00H,17096
08/7/2020 23H,17778
08/7/2020 22H,18224
08/7/2020 21H,18265
08/7/2020 20H,18004
08/7/2020 19H,17798
08/7/2020 18H,17374
08/7/2020 17H,16652
08/7/2020 16H,16020
08/7/2020 15H,15223
08/7/2020 14H,14305
08/7/2020 13H,13481
08/7/2020 12H,12758
08/7/2020 11H,12309
08/7/2020 10H,11754
08/7/2020 09H,11464
08/7/2020 08H,11448
08/7/2020 07H,11710
08/7/2020 06H,12086
08/7/2020 05H,12693
08/7/2020 04H,13495
08/7/2020 03H,14609
08/7/2020 02H,15672
08/7/2020 01H,16099
08/7/2020 00H,16644
08/6/2020 23H,17095
08/6/2020 22H,17430
08/6/2020 21H,17523
08/6/2020 20H,17535
08/6/2020 19H,17302
08/6/2020 18H,16892
08/6/2020 17H,16374
08/6/2020 16H,15560
08/6/2020 15H,14790
08/6/2020 14H,14066
08/6/2020 13H,13434
08/6/2020 12H,12747
08/6/2020 11H,12200
08/6/2020 10H,11682
08/6/2020 09H,11322
08/6/2020 08H,11248
08/6/2020 07H,11442
